term	flynn	franco	gonzalez	green	mummucari	scialo	total	present
skeletal_muscle_hypertrophy	0	0	1	0	0	0	1	1
small_molecule_metabolic_process	0	0	1	0	0	0	1	1
T_cell_apoptotic_process	0	0	1	0	0	0	1	1
T_cell_inhibitory_signaling_pathway	0	0	1	0	0	0	1	1
transformed_cell_apoptotic_process	0	0	1	0	0	0	1	1
tricarboxylic_acid_biosynthetic_process	0	0	1	0	0	0	1	1
tricarboxylic_acid_catabolic_process	0	0	1	0	0	0	1	1
tricarboxylic_acid_cycle	0	0	1	0	0	0	1	1
tricarboxylic_acid_metabolic_process	0	0	1	0	0	0	1	1
twitch_skeletal_muscle_contraction	0	0	1	0	0	0	1	1
zinc_mediated_transcriptional_activator_activity	0	0	1	0	0	0	1	1
activation_of_membrane_attack_complex	0	0	0	1	0	0	1	1
adaptive_immune_response	0	0	0	1	0	0	1	1
age_dependent_behavioral_decline	0	0	0	1	0	0	1	1
cellular_protein_complex_assembly	0	0	0	1	0	0	1	1
cellular_protein_complex_disassembly	0	0	0	1	0	0	1	1
cellular_protein_complex_localization	0	0	0	1	0	0	1	1
cellular_response_to_DNA_damage_stimulus	0	0	0	1	0	0	1	1
cellular_response_to_lipid	0	0	0	1	0	0	1	1
cellular_response_to_lipid_hydroperoxide	0	0	0	1	0	0	1	1
cellular_response_to_mechanical_stimulus	0	0	0	1	0	0	1	1
cellular_response_to_nutrient	0	0	0	1	0	0	1	1
cellular_response_to_organic_substance	0	0	0	1	0	0	1	1
cellular_response_to_oxygen_radical	0	0	0	1	0	0	1	1
cellular_response_to_protein_stimulus	0	0	0	1	0	0	1	1
cellular_response_to_rapamycin	0	0	0	1	0	0	1	1
cellular_response_to_singlet_oxygen	0	0	0	1	0	0	1	1
chemokine_secretion	0	0	0	1	0	0	1	1
cleavage_stimulation_factor_activity	0	0	0	1	0	0	1	1
"complement_activation,_alternative_pathway"	0	0	0	1	0	0	1	1
conjugant_formation	0	0	0	1	0	0	1	1
conjugation_with_cellular_fusion	0	0	0	1	0	0	1	1
cytokine_activity	0	0	0	1	0	0	1	1
cytoplasmic_sequestering_of_CFTR_protein	0	0	0	1	0	0	1	1
cytoplasmic_sequestering_of_protein	0	0	0	1	0	0	1	1
digestion	0	0	0	1	0	0	1	1
DNA_transmembrane_transporter_activity	0	0	0	1	0	0	1	1
endoplasmic_reticulum_to_cytosol_transport	0	0	0	1	0	0	1	1
epithelial_cell_proliferation	0	0	0	1	0	0	1	1
G_protein_receptor_45_like_receptor_activity	0	0	0	1	0	0	1	1
growth_factor_activity	0	0	0	1	0	0	1	1
heart_induction	0	0	0	1	0	0	1	1
hematopoietic_stem_cell_proliferation	0	0	0	1	0	0	1	1
histone_deacetylation	0	0	0	1	0	0	1	1
histone_H3_deacetylation	0	0	0	1	0	0	1	1
histone_H3_K4_deacetylation	0	0	0	1	0	0	1	1
histone_H3_K56_deacetylation	0	0	0	1	0	0	1	1
histone_H3_K9_deacetylation	0	0	0	1	0	0	1	1
histone_H4_deacetylation	0	0	0	1	0	0	1	1
Hsp70/Hsp90_organizing_protein_activity	0	0	0	1	0	0	1	1
induction_of_conjugation_with_cellular_fusion	0	0	0	1	0	0	1	1
interleukin_1_secretion	0	0	0	1	0	0	1	1
interleukin_10_secretion	0	0	0	1	0	0	1	1
interleukin_11_secretion	0	0	0	1	0	0	1	1
interleukin_12_secretion	0	0	0	1	0	0	1	1
interleukin_13_secretion	0	0	0	1	0	0	1	1
interleukin_14_secretion	0	0	0	1	0	0	1	1
interleukin_15_secretion	0	0	0	1	0	0	1	1
interleukin_16_secretion	0	0	0	1	0	0	1	1
interleukin_17_secretion	0	0	0	1	0	0	1	1
interleukin_18_secretion	0	0	0	1	0	0	1	1
interleukin_19_secretion	0	0	0	1	0	0	1	1
interleukin_2_secretion	0	0	0	1	0	0	1	1
interleukin_20_secretion	0	0	0	1	0	0	1	1
interleukin_21_secretion	0	0	0	1	0	0	1	1
interleukin_22_secretion	0	0	0	1	0	0	1	1
interleukin_23_secretion	0	0	0	1	0	0	1	1
interleukin_24_secretion	0	0	0	1	0	0	1	1
interleukin_25_secretion	0	0	0	1	0	0	1	1
interleukin_26_secretion	0	0	0	1	0	0	1	1
interleukin_27_secretion	0	0	0	1	0	0	1	1
interleukin_28A_secretion	0	0	0	1	0	0	1	1
interleukin_28B_secretion	0	0	0	1	0	0	1	1
interleukin_29_secretion	0	0	0	1	0	0	1	1
interleukin_3_secretion	0	0	0	1	0	0	1	1
interleukin_30_secretion	0	0	0	1	0	0	1	1
interleukin_31_secretion	0	0	0	1	0	0	1	1
interleukin_32_secretion	0	0	0	1	0	0	1	1
interleukin_33_secretion	0	0	0	1	0	0	1	1
interleukin_35_secretion	0	0	0	1	0	0	1	1
interleukin_4_secretion	0	0	0	1	0	0	1	1
interleukin_5_secretion	0	0	0	1	0	0	1	1
interleukin_6_secretion	0	0	0	1	0	0	1	1
interleukin_7_secretion	0	0	0	1	0	0	1	1
interleukin_8_secretion	0	0	0	1	0	0	1	1
interleukin_9_secretion	0	0	0	1	0	0	1	1
intracellular_receptor_signaling_pathway	0	0	0	1	0	0	1	1
lens_epithelial_cell_proliferation	0	0	0	1	0	0	1	1
leukocyte_proliferation	0	0	0	1	0	0	1	1
lipid_kinase_activity	0	0	0	1	0	0	1	1
lipid_transporter_activity	0	0	0	1	0	0	1	1
lipid_transporting_ATPase_activity	0	0	0	1	0	0	1	1
lysosomal_transport	0	0	0	1	0	0	1	1
lysosome_organization	0	0	0	1	0	0	1	1
mammary_stem_cell_proliferation	0	0	0	1	0	0	1	1
membrane_biogenesis	0	0	0	1	0	0	1	1
mesenchymal_stem_cell_proliferation	0	0	0	1	0	0	1	1
organ_growth	0	0	0	1	0	0	1	1
oxygen_transporter_activity	0	0	0	1	0	0	1	1
parasexual_conjugation_with_cellular_fusion	0	0	0	1	0	0	1	1
pattern_recognition_receptor_activity	0	0	0	1	0	0	1	1
protein_complex_subunit_organization	0	0	0	1	0	0	1	1
protein_import_into_peroxisome_membrane	0	0	0	1	0	0	1	1
protein_transmembrane_transporter_activity	0	0	0	1	0	0	1	1
protein_transporter_activity	0	0	0	1	0	0	1	1
regulation_of_adaptive_immune_response	0	0	0	1	0	0	1	1
regulation_of_conjugation_with_cellular_fusion	0	0	0	1	0	0	1	1
regulation_of_epithelial_cell_proliferation	0	0	0	1	0	0	1	1
regulation_of_rate_of_cell_growth	0	0	0	1	0	0	1	1
regulation_of_stem_cell_proliferation	0	0	0	1	0	0	1	1
regulation_of_type_I_interferon_production	0	0	0	1	0	0	1	1
response_to_cytokine	0	0	0	1	0	0	1	1
response_to_nutrient	0	0	0	1	0	0	1	1
response_to_rapamycin	0	0	0	1	0	0	1	1
RNA_mediated_DNA_recombination	0	0	0	1	0	0	1	1
signaling_adaptor_activity	0	0	0	1	0	0	1	1
somatic_stem_cell_division	0	0	0	1	0	0	1	1
somatic_stem_cell_maintenance	0	0	0	1	0	0	1	1
stem_cell_proliferation	0	0	0	1	0	0	1	1
substrate_specific_transporter_activity	0	0	0	1	0	0	1	1
termination_of_T_cell_signal_transduction	0	0	0	1	0	0	1	1
type_I_interferon_production	0	0	0	1	0	0	1	1
type_I_interferon_receptor_activity	0	0	0	1	0	0	1	1
type_I_interferon_receptor_binding	0	0	0	1	0	0	1	1
type_I_interferon_signaling_pathway	0	0	0	1	0	0	1	1
type_III_interferon_production	0	0	0	1	0	0	1	1
ubiquitin_conjugating_enzyme_activity	0	0	0	1	0	0	1	1
ubiquitin_like_hydrolase_activity	0	0	0	1	0	0	1	1
ubiquitin_like_protein_ligase_activity	0	0	0	1	0	0	1	1
ubiquitin_protein_transferase_activator_activity	0	0	0	1	0	0	1	1
ubiquitin_protein_transferase_activity	0	0	0	1	0	0	1	1
ubiquitin_ribosomal_protein_fusion_protein	0	0	0	1	0	0	1	1
1_phosphatidylinositol_3_kinase_regulator_activity	0	0	0	0	1	0	1	1
acetylglutamate_kinase_regulator_activity	0	0	0	0	1	0	1	1
activation_of_phospholipase_A2_activity	0	0	0	0	1	0	1	1
activation_of_phospholipase_C_activity	0	0	0	0	1	0	1	1
activation_of_phospholipase_D_activity	0	0	0	0	1	0	1	1
AF_1_domain_binding	0	0	0	0	1	0	1	1
AF_2_domain_binding	0	0	0	0	1	0	1	1
apolipoprotein_A_I_mediated_signaling_pathway	0	0	0	0	1	0	1	1
Atg8_specific_protease_activity	0	0	0	0	1	0	1	1
BH_domain_binding	0	0	0	0	1	0	1	1
BH1_domain_binding	0	0	0	0	1	0	1	1
BH2_domain_binding	0	0	0	0	1	0	1	1
BH3_domain_binding	0	0	0	0	1	0	1	1
BH4_domain_binding	0	0	0	0	1	0	1	1
branchiomeric_skeletal_muscle_development	0	0	0	0	1	0	1	1
brassinosteroid_mediated_signaling_pathway	0	0	0	0	1	0	1	1
calcium_ion_transport_into_cytosol	0	0	0	0	1	0	1	1
cell_cycle_process	0	0	0	0	1	0	1	1
cell_maturation	0	0	0	0	1	0	1	1
cellular_response_to_caloric_restriction	0	0	0	0	1	0	1	1
CH_domain_binding	0	0	0	0	1	0	1	1
chemokine_mediated_signaling_pathway	0	0	0	0	1	0	1	1
complement_component_C5a_signaling_pathway	0	0	0	0	1	0	1	1
cytokine_mediated_signaling_pathway	0	0	0	0	1	0	1	1
cytosolic_calcium_ion_transport	0	0	0	0	1	0	1	1
defense_response_to_tumor_cell	0	0	0	0	1	0	1	1
DH_domain_binding	0	0	0	0	1	0	1	1
DNA_3'_dephosphorylation_involved_in_DNA_repair	0	0	0	0	1	0	1	1
DNA_dealkylation_involved_in_DNA_repair	0	0	0	0	1	0	1	1
DNA_ligation_involved_in_DNA_repair	0	0	0	0	1	0	1	1
DNA_synthesis_involved_in_DNA_repair	0	0	0	0	1	0	1	1
EH_domain_binding	0	0	0	0	1	0	1	1
erythrocyte_differentiation	0	0	0	0	1	0	1	1
erythrocyte_maturation	0	0	0	0	1	0	1	1
erythropoietin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
establishment_of_ER_localization	0	0	0	0	1	0	1	1
establishment_of_localization	0	0	0	0	1	0	1	1
establishment_of_localization_in_cell	0	0	0	0	1	0	1	1
establishment_of_organelle_localization	0	0	0	0	1	0	1	1
establishment_of_protein_localization_to_membrane	0	0	0	0	1	0	1	1
establishment_of_protein_localization_to_organelle	0	0	0	0	1	0	1	1
extraocular_skeletal_muscle_development	0	0	0	0	1	0	1	1
FH1_domain_binding	0	0	0	0	1	0	1	1
formate_kinase_activity	0	0	0	0	1	0	1	1
gibberellin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
glucocorticoid_mediated_signaling_pathway	0	0	0	0	1	0	1	1
glucose_mediated_signaling_pathway	0	0	0	0	1	0	1	1
hepatocyte_proliferation	0	0	0	0	1	0	1	1
histone_serine_kinase_activity	0	0	0	0	1	0	1	1
histone_threonine_kinase_activity	0	0	0	0	1	0	1	1
hormone_mediated_signaling_pathway	0	0	0	0	1	0	1	1
insulin_processing	0	0	0	0	1	0	1	1
integrin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_1_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_11_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_12_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_13_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_15_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_17_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_17A_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_18_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_2_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_21_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_23_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_27_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_3_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_32_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_33_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_34_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_35_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_4_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_5_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_6_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_7_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_8_mediated_signaling_pathway	0	0	0	0	1	0	1	1
interleukin_9_mediated_signaling_pathway	0	0	0	0	1	0	1	1
intermembrane_transport	0	0	0	0	1	0	1	1
ion_transport	0	0	0	0	1	0	1	1
kinase_regulator_activity	0	0	0	0	1	0	1	1
L27_domain_binding	0	0	0	0	1	0	1	1
leptin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
lipopolysaccharide_mediated_signaling_pathway	0	0	0	0	1	0	1	1
low_affinity_hexose_transport	0	0	0	0	1	0	1	1
low_affinity_nitrate_transport	0	0	0	0	1	0	1	1
meiotic_cell_cycle_process	0	0	0	0	1	0	1	1
MH1_domain_binding	0	0	0	0	1	0	1	1
MH2_domain_binding	0	0	0	0	1	0	1	1
mitochondria_nucleus_signaling_pathway	0	0	0	0	1	0	1	1
mitochondrial_depolarization	0	0	0	0	1	0	1	1
mitochondrial_iron_ion_transport	0	0	0	0	1	0	1	1
mitochondrial_magnesium_ion_transport	0	0	0	0	1	0	1	1
mitotic_cell_cycle_process	0	0	0	0	1	0	1	1
NADPH_oxidation	0	0	0	0	1	0	1	1
negative_regulation_of_cell_cycle_arrest	0	0	0	0	1	0	1	1
negative_regulation_of_cell_cycle_process	0	0	0	0	1	0	1	1
negative_regulation_of_DNA_repair	0	0	0	0	1	0	1	1
negative_regulation_of_kinase_activity	0	0	0	0	1	0	1	1
oncostatin_M_mediated_signaling_pathway	0	0	0	0	1	0	1	1
organelle_localization	0	0	0	0	1	0	1	1
PH_domain_binding	0	0	0	0	1	0	1	1
phosphatidylinositol_3_kinase_regulator_activity	0	0	0	0	1	0	1	1
phospholipase_A2_activator_activity	0	0	0	0	1	0	1	1
phospholipase_A2_activity	0	0	0	0	1	0	1	1
phospholipase_activator_activity	0	0	0	0	1	0	1	1
phospholipase_activity	0	0	0	0	1	0	1	1
phospholipase_C_activity	0	0	0	0	1	0	1	1
phospholipase_D_activator_activity	0	0	0	0	1	0	1	1
phospholipase_D_activity	0	0	0	0	1	0	1	1
phosphorelay_response_regulator_activity	0	0	0	0	1	0	1	1
phosphorylase_kinase_regulator_activity	0	0	0	0	1	0	1	1
polyubiquitin	0	0	0	0	1	0	1	1
polyubiquitin_binding	0	0	0	0	1	0	1	1
positive_regulation_of_cell_cycle_arrest	0	0	0	0	1	0	1	1
positive_regulation_of_cell_cycle_process	0	0	0	0	1	0	1	1
positive_regulation_of_DNA_repair	0	0	0	0	1	0	1	1
positive_regulation_of_kinase_activity	0	0	0	0	1	0	1	1
positive_regulation_of_membrane_potential	0	0	0	0	1	0	1	1
protein_binding_involved_in_protein_folding	0	0	0	0	1	0	1	1
protein_disulfide_isomerase_activity	0	0	0	0	1	0	1	1
protein_disulfide_isomerase_reaction	0	0	0	0	1	0	1	1
protein_domain_specific_binding	0	0	0	0	1	0	1	1
protein_localization_to_ciliary_membrane	0	0	0	0	1	0	1	1
protein_localization_to_Golgi_membrane	0	0	0	0	1	0	1	1
protein_localization_to_membrane	0	0	0	0	1	0	1	1
protein_localization_to_membrane_raft	0	0	0	0	1	0	1	1
protein_localization_to_plasma_membrane	0	0	0	0	1	0	1	1
protein_localization_to_postsynaptic_membrane	0	0	0	0	1	0	1	1
protein_localization_to_prospore_membrane	0	0	0	0	1	0	1	1
protein_localization_to_vacuolar_membrane	0	0	0	0	1	0	1	1
protein_polyubiquitination	0	0	0	0	1	0	1	1
reelin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
regulation_of_1_phosphatidylinositol_4_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_activation_of_JAK1_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_activation_of_JAK2_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_activation_of_Janus_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_apoptotic_cell_clearance	0	0	0	0	1	0	1	1
regulation_of_B_cell_mediated_immunity	0	0	0	0	1	0	1	1
regulation_of_binding	0	0	0	0	1	0	1	1
regulation_of_DNA_biosynthetic_process	0	0	0	0	1	0	1	1
regulation_of_DNA_catabolic_process	0	0	0	0	1	0	1	1
regulation_of_DNA_repair	0	0	0	0	1	0	1	1
regulation_of_engulfment_of_apoptotic_cell	0	0	0	0	1	0	1	1
regulation_of_intracellular_pH	0	0	0	0	1	0	1	1
regulation_of_intrinsic_apoptotic_signaling_pathway_by_p53_class_mediator	0	0	0	0	1	0	1	1
regulation_of_JUN_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_MAP_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_phosphatidylinositol_3_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_protein_import_into_nucleus	0	0	0	0	1	0	1	1
regulation_of_pyruvate_kinase_activity	0	0	0	0	1	0	1	1
regulation_of_receptor_mediated_endocytosis	0	0	0	0	1	0	1	1
regulation_of_response_to_tumor_cell	0	0	0	0	1	0	1	1
regulation_of_T_cell_mediated_cytotoxicity	0	0	0	0	1	0	1	1
regulation_of_T_cell_mediated_immunity	0	0	0	0	1	0	1	1
response_to_hypoxia	0	0	0	0	1	0	1	1
response_to_increased_oxygen_levels	0	0	0	0	1	0	1	1
response_to_starvation	0	0	0	0	1	0	1	1
response_to_tumor_cell	0	0	0	0	1	0	1	1
RHG_protein_domain_binding	0	0	0	0	1	0	1	1
rhodopsin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
RS_domain_binding	0	0	0	0	1	0	1	1
SH2_domain_binding	0	0	0	0	1	0	1	1
SH3_domain_binding	0	0	0	0	1	0	1	1
sphingolipid_mediated_signaling_pathway	0	0	0	0	1	0	1	1
stress_activated_MAPK_cascade	0	0	0	0	1	0	1	1
sugar_mediated_signaling_pathway	0	0	0	0	1	0	1	1
thrombopoietin_mediated_signaling_pathway	0	0	0	0	1	0	1	1
TNFSF11_mediated_signaling_pathway	0	0	0	0	1	0	1	1
transcription_factor_import_into_nucleus	0	0	0	0	1	0	1	1
trehalose_metabolism_in_response_to_stress	0	0	0	0	1	0	1	1
ubiquitin_binding	0	0	0	0	1	0	1	1
WW_domain_binding	0	0	0	0	1	0	1	1
[2Fe_2S]_cluster_assembly	0	0	0	0	0	1	1	1
[4Fe_4S]_cluster_assembly	0	0	0	0	0	1	1	1
adaptation_of_rhodopsin_mediated_signaling	0	0	0	0	0	1	1	1
amniotic_stem_cell_differentiation	0	0	0	0	0	1	1	1
ATPase_activator_activity	0	0	0	0	0	1	1	1
ATPase_activity	0	0	0	0	0	1	1	1
base_excision_repair	0	0	0	0	0	1	1	1
catalysis_of_free_radical_formation	0	0	0	0	0	1	1	1
cell_killing	0	0	0	0	0	1	1	1
cell_redox_homeostasis	0	0	0	0	0	1	1	1
cellular_protein_metabolic_process	0	0	0	0	0	1	1	1
collagen	0	0	0	0	0	1	1	1
cytokinesis	0	0	0	0	0	1	1	1
D_methionine_transport	0	0	0	0	0	1	1	1
D_ribose_transport	0	0	0	0	0	1	1	1
detoxification	0	0	0	0	0	1	1	1
DNA_excision	0	0	0	0	0	1	1	1
DNA_modification	0	0	0	0	0	1	1	1
fatty_acid_derivative_binding	0	0	0	0	0	1	1	1
fatty_acid_derivative_transport	0	0	0	0	0	1	1	1
fatty_acid_elongation	0	0	0	0	0	1	1	1
"fatty_acid_elongation,_monounsaturated_fatty_acid"	0	0	0	0	0	1	1	1
"fatty_acid_elongation,_saturated_fatty_acid"	0	0	0	0	0	1	1	1
flavin_containing_electron_transporter	0	0	0	0	0	1	1	1
flavin_reductase_(NADH)_activity	0	0	0	0	0	1	1	1
FMN_reductase_(NADH)_activity	0	0	0	0	0	1	1	1
generation_of_a_signal_involved_in_cell_cell_signaling	0	0	0	0	0	1	1	1
generative_cell_differentiation	0	0	0	0	0	1	1	1
hematopoietic_stem_cell_differentiation	0	0	0	0	0	1	1	1
Hsc70_protein_regulator_activity	0	0	0	0	0	1	1	1
Hsp27_protein_regulator_activity	0	0	0	0	0	1	1	1
Hsp70/Hsc70_protein_regulator_activity	0	0	0	0	0	1	1	1
Hsp90_protein_regulator_activity	0	0	0	0	0	1	1	1
hydrogen_peroxide_transmembrane_transport	0	0	0	0	0	1	1	1
hydrogen_transport	0	0	0	0	0	1	1	1
inflammatory_response	0	0	0	0	0	1	1	1
lactation	0	0	0	0	0	1	1	1
lipid_modification	0	0	0	0	0	1	1	1
malate_aspartate_shuttle	0	0	0	0	0	1	1	1
mesenchymal_stem_cell_differentiation	0	0	0	0	0	1	1	1
methionine_transport	0	0	0	0	0	1	1	1
mitochondrial_DNA_catabolic_process	0	0	0	0	0	1	1	1
NADH_dehydrogenase_(ubiquinone)_activity	0	0	0	0	0	1	1	1
NADH_dehydrogenase_complex_assembly	0	0	0	0	0	1	1	1
negative_regulation_of_B_1_B_cell_differentiation	0	0	0	0	0	1	1	1
negative_regulation_of_B_cell_differentiation	0	0	0	0	0	1	1	1
negative_regulation_of_cell_aging	0	0	0	0	0	1	1	1
negative_regulation_of_cell_differentiation	0	0	0	0	0	1	1	1
negative_regulation_of_metabolic_process	0	0	0	0	0	1	1	1
negative_regulation_of_NK_T_cell_differentiation	0	0	0	0	0	1	1	1
negative_regulation_of_R7_cell_differentiation	0	0	0	0	0	1	1	1
negative_regulation_of_R8_cell_differentiation	0	0	0	0	0	1	1	1
negative_regulation_of_T_cell_differentiation	0	0	0	0	0	1	1	1
nuclear_transport	0	0	0	0	0	1	1	1
peroxidase_reaction	0	0	0	0	0	1	1	1
positive_regulation_of_B_1_B_cell_differentiation	0	0	0	0	0	1	1	1
positive_regulation_of_B_cell_differentiation	0	0	0	0	0	1	1	1
positive_regulation_of_cell_differentiation	0	0	0	0	0	1	1	1
positive_regulation_of_metabolic_process	0	0	0	0	0	1	1	1
positive_regulation_of_NK_T_cell_differentiation	0	0	0	0	0	1	1	1
positive_regulation_of_R7_cell_differentiation	0	0	0	0	0	1	1	1
positive_regulation_of_R8_cell_differentiation	0	0	0	0	0	1	1	1
positive_regulation_of_T_cell_differentiation	0	0	0	0	0	1	1	1
protein_phosphatase_regulator_activity	0	0	0	0	0	1	1	1
regulation_of_acetylcholine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_aldosterone_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_amacrine_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_amylopectin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_angiotensin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_anthocyanin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_antipodal_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_arginine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_auxin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_B_1_B_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_B_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_behavior	0	0	0	0	0	1	1	1
regulation_of_behavioral_fear_response	0	0	0	0	0	1	1	1
regulation_of_cAMP_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_carbohydrate_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cardiolipin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_catecholamine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_cellobiose_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cellodextrin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cellooligosaccharide_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cellotriose_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cellular_component_biogenesis	0	0	0	0	0	1	1	1
regulation_of_cellular_component_movement	0	0	0	0	0	1	1	1
regulation_of_cellular_component_organization	0	0	0	0	0	1	1	1
regulation_of_cellular_component_size	0	0	0	0	0	1	1	1
regulation_of_cGMP_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_chitin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_chlorophyll_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cholesterol_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_coenzyme_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cofactor_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_collagen_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_crystal_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_cumulus_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_cyclodextrin_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cysteine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_cytotoxic_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_dendritic_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_DNA_N_glycosylase_activity	0	0	0	0	0	1	1	1
regulation_of_DNA_primase_activity	0	0	0	0	0	1	1	1
regulation_of_dopamine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_ecdysteroid_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_endodermal_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_endothelial_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_epidermal_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_epithelial_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_exogen	0	0	0	0	0	1	1	1
regulation_of_extrathymic_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_fat_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_glial_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_glucocorticoid_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_glucose_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_glutamate_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_glycogen_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_glycoprotein_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_heptadecane_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_hexadecanal_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_homocysteine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_hormone_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_isoprene_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_isoprenoid_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_lipoprotein_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_macromolecule_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_maltoheptaose_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_mast_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_memory_T_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_methanofuran_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_methanophenazine_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_miRNA_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_mRNA_metabolic_process	0	0	0	0	0	1	1	1
regulation_of_muscle_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_myeloid_cell_differentiation	0	0	0	0	0	1	1	1
regulation_of_NAD_metabolic_process	0	0	0	0	0	1	1	1
